Order ID,Order Date,Date Key,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Order Year,Order Month,Profit Margin,Discount Category
APJ-2023-164168,2023-11-13,20231113,Japan,Aichi,Apj,Japn,Prudential Financial,1078,Finance,Enterprise,Site Analytics,67.992,1,0.2,8.499,2023,11,0.125,Low
APJ-2023-164168,2023-11-13,20231113,Japan,Aichi,Apj,Japn,Prudential Financial,1078,Finance,Enterprise,Saas Connector Pack - Gold,12.224,2,0.2,4.4312,2023,11,0.36249999999999993,Low
APJ-2023-164168,2023-11-13,20231113,Japan,Aichi,Apj,Japn,Prudential Financial,1078,Finance,Enterprise,Data Smasher,44.784,2,0.2,-0.5598,2023,11,-0.012499999999999999,Low
APJ-2023-164168,2023-11-13,20231113,Japan,Aichi,Apj,Japn,Prudential Financial,1078,Finance,Enterprise,Saas Connector Pack,22.848,3,0.6,-17.7072,2023,11,-0.775,High
EMEA-2021-112557,2021-04-25,20210425,United Kingdom,London,Emea,Ukir,Amerisourcebergen,1007,Healthcare,Smb,Oneview,206.43,3,0.0,90.8292,2021,4,0.44,No Discount
APJ-2020-122959,2020-12-12,20201212,Japan,Osaka,Apj,Japn,Sony,1028,Tech,Strategic,Contactmatcher,210.392,2,0.8,-336.6272,2020,12,-1.6,High
AMER-2023-162572,2023-09-26,20230926,Mexico,Guadalajara,Amer,Latam,Mondelez International,1067,Consumer Products,Smb,Data Smasher,119.96,5,0.2,35.988,2023,9,0.3,Low
AMER-2023-162572,2023-09-26,20230926,Mexico,Guadalajara,Amer,Latam,Mondelez International,1067,Consumer Products,Smb,Chatbot Plugin,10.608,6,0.2,0.9282,2023,9,0.0875,Low
APJ-2022-148110,2022-09-06,20220906,Japan,Chiba,Apj,Japn,Valero Energy,1093,Energy,Strategic,Financehub,347.802,7,0.3,-24.843,2022,9,-0.07142857142857142,Medium
AMER-2023-131828,2023-02-12,20230212,Canada,Toronto,Amer,Namer,Hsbc Holdings,1070,Finance,Strategic,Financehub,963.136,4,0.2,108.3528,2023,2,0.1125,Low
AMER-2023-131828,2023-02-12,20230212,Canada,Toronto,Amer,Namer,Hsbc Holdings,1070,Finance,Strategic,Site Analytics,88.776,3,0.2,7.7679,2023,2,0.08750000000000001,Low
AMER-2020-109218,2020-06-30,20200630,United States,New York City,Amer,Namer,Valero Energy,1093,Energy,Strategic,Chatbot Plugin,32.4,5,0.0,10.368,2020,6,0.32,No Discount
EMEA-2022-120558,2022-06-08,20220608,United Kingdom,London,Emea,Ukir,Kroger,1057,Retail,Enterprise,Support,32.4,5,0.0,15.552,2022,6,0.48,No Discount
AMER-2020-109036,2020-12-20,20201220,Canada,Toronto,Amer,Namer,Amazon,1004,Tech,Smb,Financehub,31.05,3,0.0,14.904,2020,12,0.48,No Discount
AMER-2021-147830,2021-12-15,20211215,Mexico,Monterrey,Amer,Latam,Walgreens,1095,Retail,Smb,Data Smasher,2025.36,6,0.2,607.608,2021,12,0.3,Low
AMER-2021-147830,2021-12-15,20211215,Mexico,Monterrey,Amer,Latam,Walgreens,1095,Retail,Smb,Big Ol Database,1799.994,2,0.7,-2639.9912,2021,12,-1.4666666666666668,High
AMER-2021-147830,2021-12-15,20211215,Mexico,Monterrey,Amer,Latam,Walgreens,1095,Retail,Smb,Site Analytics,101.988,2,0.4,-16.998,2021,12,-0.16666666666666669,Medium
AMER-2021-147830,2021-12-15,20211215,Mexico,Monterrey,Amer,Latam,Walgreens,1095,Retail,Smb,Saas Connector Pack,262.864,7,0.2,69.0018,2021,12,0.2625,Low
EMEA-2023-150497,2023-07-21,20230721,Luxembourg,Luxembourg,Emea,Eu-West,Sony,1028,Tech,Strategic,Contactmatcher,735.98,2,0.0,331.191,2023,7,0.44999999999999996,No Discount
AMER-2020-128986,2020-08-03,20200803,Chile,Santiago,Amer,Latam,General Motors,1041,Manufacturing,Enterprise,Support,93.024,3,0.2,33.7212,2020,8,0.36250000000000004,Low
EMEA-2021-139584,2021-08-24,20210824,United Kingdom,London,Emea,Ukir,Pfizer,1074,Healthcare,Strategic,Contactmatcher,284.364,2,0.4,-75.8304,2021,8,-0.26666666666666666,Medium
EMEA-2021-139584,2021-08-24,20210824,United Kingdom,London,Emea,Ukir,Pfizer,1074,Healthcare,Strategic,Data Smasher,26.0,2,0.0,11.7,2021,8,0.44999999999999996,No Discount
EMEA-2022-162677,2022-03-27,20220327,Sweden,Stockholm,Emea,Nor,Coca-Cola,1021,Consumer Products,Smb,Marketing Suite - Gold,67.64,5,0.2,5.9185,2022,3,0.0875,Low
EMEA-2022-162677,2022-03-27,20220327,Sweden,Stockholm,Emea,Nor,Coca-Cola,1021,Consumer Products,Smb,Data Smasher,119.976,3,0.2,-17.9964,2022,3,-0.15000000000000002,Low
APJ-2020-150924,2020-09-12,20200912,Japan,Tokyo,Apj,Japn,Berkshire Hathaway,1012,Finance,Smb,Contactmatcher,5.18,5,0.8,-8.029,2020,9,-1.55,High
AMER-2020-153969,2020-09-21,20200921,United States,Los Angeles,Amer,Namer,Aviva,1006,Finance,Smb,Saas Connector Pack - Gold,15.56,2,0.0,7.3132,2020,9,0.47,No Discount
AMER-2020-153969,2020-09-21,20200921,United States,Los Angeles,Amer,Namer,Aviva,1006,Finance,Smb,Saas Connector Pack - Gold,78.35,5,0.0,36.8245,2020,9,0.47000000000000003,No Discount
AMER-2020-153969,2020-09-21,20200921,United States,Los Angeles,Amer,Namer,Aviva,1006,Finance,Smb,Chatbot Plugin,59.52,3,0.0,15.4752,2020,9,0.25999999999999995,No Discount
AMER-2020-153969,2020-09-21,20200921,United States,Los Angeles,Amer,Namer,Aviva,1006,Finance,Smb,Support,38.52,9,0.0,17.334,2020,9,0.44999999999999996,No Discount
AMER-2020-153969,2020-09-21,20200921,United States,Los Angeles,Amer,Namer,Aviva,1006,Finance,Smb,Site Analytics,239.984,2,0.2,23.9984,2020,9,0.09999999999999999,Low
AMER-2020-153969,2020-09-21,20200921,United States,Los Angeles,Amer,Namer,Aviva,1006,Finance,Smb,Support,19.35,3,0.0,9.4815,2020,9,0.49,No Discount
AMER-2022-146682,2022-10-30,20221030,Brazil,Manaus,Amer,Latam,Marathon Petroleum,1061,Energy,Smb,Saas Connector Pack,67.0,5,0.0,32.16,2022,10,0.4799999999999999,No Discount
EMEA-2022-138695,2022-05-29,20220529,Germany,Munich,Emea,Eu-West,Bank Of America Corp.,1011,Finance,Strategic,Financehub,390.272,8,0.2,-24.392,2022,5,-0.0625,Low
EMEA-2022-138695,2022-05-29,20220529,Germany,Munich,Emea,Eu-West,Bank Of America Corp.,1011,Finance,Strategic,Support,62.192,13,0.2,19.435,2022,5,0.3125,Low
AMER-2023-107461,2023-12-22,20231222,Colombia,Bogotá,Amer,Latam,Toyota Motor,1087,Manufacturing,Smb,Contactmatcher,23.88,6,0.0,11.2236,2023,12,0.47,No Discount
APJ-2022-133879,2022-03-22,20220322,Australia,Sydney,Apj,Anz,Toyota Motor,1087,Manufacturing,Smb,Contactmatcher,3.168,2,0.8,-4.752,2022,3,-1.4999999999999998,High
APJ-2022-133879,2022-03-22,20220322,Australia,Sydney,Apj,Anz,Toyota Motor,1087,Manufacturing,Smb,Financehub,528.43,5,0.3,0.0,2022,3,0.0,Medium
APJ-2022-133879,2022-03-22,20220322,Australia,Sydney,Apj,Anz,Toyota Motor,1087,Manufacturing,Smb,Chatbot Plugin,13.392,3,0.2,1.5066,2022,3,0.1125,Low
AMER-2023-157483,2023-11-12,20231112,Brazil,São Paulo,Amer,Latam,Prudential Financial,1078,Finance,Smb,Chatbot Plugin,181.86,7,0.0,50.9208,2023,11,0.27999999999999997,No Discount
EMEA-2023-132059,2023-09-24,20230924,Russia,Nizhny Novogorod,Emea,Eu-East,At&T,1010,Communications,Smb,Marketing Suite,180.588,2,0.7,-240.784,2023,9,-1.3333333333333333,High
EMEA-2023-132059,2023-09-24,20230924,Russia,Nizhny Novogorod,Emea,Eu-East,At&T,1010,Communications,Smb,Data Smasher,47.984,2,0.2,0.5998,2023,9,0.012499999999999999,Low
EMEA-2023-122280,2023-09-11,20230911,United Kingdom,London,Emea,Ukir,Bosch,1076,Tech,Smb,Support,18.76,2,0.0,9.0048,2023,9,0.4799999999999999,No Discount
EMEA-2023-105235,2023-12-06,20231206,United Kingdom,London,Emea,Ukir,Sony,1028,Tech,Strategic,Saas Connector Pack,20.94,3,0.0,6.0726,2023,12,0.29,No Discount
EMEA-2023-105235,2023-12-06,20231206,United Kingdom,London,Emea,Ukir,Sony,1028,Tech,Strategic,Saas Connector Pack,58.68,2,0.0,18.1908,2023,12,0.31,No Discount
EMEA-2023-105235,2023-12-06,20231206,United Kingdom,London,Emea,Ukir,Sony,1028,Tech,Strategic,Oneview,254.9,5,0.0,68.823,2023,12,0.26999999999999996,No Discount
APJ-2023-152912,2023-11-10,20231110,China,Shanghai,Apj,Apac,Volkswagen,1046,Manufacturing,Strategic,Contactmatcher,9.64,2,0.0,4.4344,2023,11,0.45999999999999996,No Discount
APJ-2023-152912,2023-11-10,20231110,China,Shanghai,Apj,Apac,Volkswagen,1046,Manufacturing,Strategic,Data Smasher,826.62,3,0.0,355.4466,2023,11,0.43,No Discount
APJ-2023-152912,2023-11-10,20231110,China,Shanghai,Apj,Apac,Volkswagen,1046,Manufacturing,Strategic,Marketing Suite - Gold,1633.14,9,0.0,473.6106,2023,11,0.29,No Discount
APJ-2023-152912,2023-11-10,20231110,China,Shanghai,Apj,Apac,Volkswagen,1046,Manufacturing,Strategic,Marketing Suite - Gold,544.38,3,0.0,157.8702,2023,11,0.29000000000000004,No Discount
APJ-2020-123498,2020-11-07,20201107,Japan,Tokyo,Apj,Japn,Coca-Cola,1021,Consumer Products,Strategic,Contactmatcher,26.046,3,0.8,-44.2782,2020,11,-1.7,High
APJ-2020-123498,2020-11-07,20201107,Japan,Tokyo,Apj,Japn,Coca-Cola,1021,Consumer Products,Strategic,Saas Connector Pack - Gold,74.352,3,0.2,26.9526,2020,11,0.3625,Low
APJ-2023-159352,2023-03-13,20230313,South Korea,Incheon,Apj,Apac,Carrefour,1048,Retail,Strategic,Site Analytics,69.93,7,0.0,32.1678,2023,3,0.45999999999999996,No Discount
AMER-2023-146416,2023-10-21,20231021,United States,San Jose,Amer,Namer,Walmart,1096,Retail,Strategic,Financehub,3.75,1,0.0,1.8,2023,10,0.48000000000000004,No Discount
AMER-2023-146416,2023-10-21,20231021,United States,San Jose,Amer,Namer,Walmart,1096,Retail,Strategic,Contactmatcher,20.928,4,0.2,7.5864,2023,10,0.3625,Low
APJ-2021-163783,2021-12-27,20211227,Australia,Sydney,Apj,Anz,Glencore,1083,Misc,Enterprise,Marketing Suite - Gold,12.672,3,0.2,-3.168,2021,12,-0.25,Low
EMEA-2023-123981,2023-10-03,20231003,United Kingdom,London,Emea,Ukir,Chevron,1017,Energy,Strategic,Site Analytics,65.99,1,0.0,17.1574,2023,10,0.26,No Discount
APJ-2023-158953,2023-06-05,20230605,Japan,Kyoto,Apj,Japn,Philip Morris International,1075,Consumer Products,Strategic,Contactmatcher,6.37,7,0.8,-9.555,2023,6,-1.5,High
APJ-2020-165428,2020-09-01,20200901,Japan,Tokyo,Apj,Japn,Comcast,1022,Communications,Smb,Contactmatcher,3.648,3,0.8,-6.0192,2020,9,-1.65,High
APJ-2020-165428,2020-09-01,20200901,Japan,Tokyo,Apj,Japn,Comcast,1022,Communications,Smb,Support,31.104,6,0.2,10.8864,2020,9,0.35000000000000003,Low
EMEA-2022-169026,2022-08-09,20220809,Ukraine,Kyiv,Emea,Eu-East,News Corp.,1071,Misc,Enterprise,Storage,23.34,3,0.0,0.2334,2022,8,0.01,No Discount
EMEA-2023-109750,2023-07-23,20230723,United Kingdom,London,Emea,Ukir,Humana,1049,Healthcare,Strategic,Site Analytics,29.97,3,0.0,14.0859,2023,7,0.47000000000000003,No Discount
AMER-2021-149384,2021-07-10,20210710,Chile,Puente Alto,Amer,Latam,Siemens,1043,Manufacturing,Smb,Contactmatcher,3.366,3,0.7,-2.244,2021,7,-0.6666666666666667,High
EMEA-2020-131527,2020-12-01,20201201,Sweden,Stockholm,Emea,Nor,Royal Dutch Shell,1031,Energy,Smb,Site Analytics,95.968,4,0.2,9.5968,2020,12,0.09999999999999999,Low
EMEA-2023-164000,2023-12-19,20231219,France,Paris,Emea,Eu-West,Abbott Laboratories,1001,Healthcare,Strategic,Chatbot Plugin,18.704,7,0.2,2.338,2023,12,0.125,Low
AMER-2020-164224,2020-05-18,20200518,Mexico,Guadalajara,Amer,Latam,J.P. Morgan Chase & Co.,1054,Finance,Smb,Saas Connector Pack,149.232,3,0.2,3.7308,2020,5,0.024999999999999998,Low
AMER-2020-164224,2020-05-18,20200518,Mexico,Guadalajara,Amer,Latam,J.P. Morgan Chase & Co.,1054,Finance,Smb,Support,15.936,4,0.2,5.7768,2020,5,0.3625,Low
AMER-2020-158372,2020-11-10,20201110,United States,Seattle,Amer,Namer,Mondelez International,1067,Consumer Products,Smb,Site Analytics,601.536,8,0.2,60.1536,2020,11,0.1,Low
AMER-2020-158372,2020-11-10,20201110,United States,Seattle,Amer,Namer,Mondelez International,1067,Consumer Products,Smb,Data Smasher,10.99,1,0.0,4.2861,2020,11,0.39,No Discount
AMER-2020-158372,2020-11-10,20201110,United States,Seattle,Amer,Namer,Mondelez International,1067,Consumer Products,Smb,Saas Connector Pack,39.88,2,0.0,11.1664,2020,11,0.27999999999999997,No Discount
AMER-2020-158372,2020-11-10,20201110,United States,Seattle,Amer,Namer,Mondelez International,1067,Consumer Products,Smb,Support,62.24,8,0.0,28.008,2020,11,0.44999999999999996,No Discount
AMER-2020-158372,2020-11-10,20201110,United States,Seattle,Amer,Namer,Mondelez International,1067,Consumer Products,Smb,Saas Connector Pack,53.2,5,0.0,14.896,2020,11,0.28,No Discount
AMER-2020-158372,2020-11-10,20201110,United States,Seattle,Amer,Namer,Mondelez International,1067,Consumer Products,Smb,Financehub,39.84,8,0.0,18.3264,2020,11,0.45999999999999996,No Discount
AMER-2022-108882,2022-01-09,20220109,United States,Philadelphia,Amer,Namer,Intel,1051,Tech,Strategic,Data Smasher,349.95,5,0.0,118.983,2022,1,0.34,No Discount
AMER-2022-108882,2022-01-09,20220109,United States,Philadelphia,Amer,Namer,Intel,1051,Tech,Strategic,Site Analytics,377.928,9,0.2,141.723,2022,1,0.37500000000000006,Low
APJ-2023-108245,2023-09-23,20230923,Japan,Kanagawa,Apj,Japn,State Farm Insurance Cos.,1082,Finance,Strategic,Saas Connector Pack - Gold,13.392,3,0.2,5.022,2023,9,0.37500000000000006,Low
APJ-2023-108245,2023-09-23,20230923,Japan,Kanagawa,Apj,Japn,State Farm Insurance Cos.,1082,Finance,Strategic,Contactmatcher,11.228,7,0.8,-18.5262,2023,9,-1.65,High
APJ-2020-142314,2020-12-23,20201223,India,Delhi,Apj,Ind,Morgan Stanley,1068,Finance,Smb,Oneview,207.24,11,0.0,58.0272,2020,12,0.27999999999999997,No Discount
EMEA-2022-132409,2022-05-27,20220527,France,Paris,Emea,Eu-West,Huawei,1086,Tech,Strategic,Chatbot Plugin,1.504,1,0.2,0.1692,2022,5,0.11249999999999999,Low
EMEA-2022-132409,2022-05-27,20220527,France,Paris,Emea,Eu-West,Huawei,1086,Tech,Strategic,Oneview,34.848,2,0.2,6.534,2022,5,0.1875,Low
AMER-2023-150189,2023-07-09,20230709,United States,Springfield,Amer,Namer,Conocophillips,1024,Energy,Smb,Financehub,75.18,6,0.0,35.3346,2023,7,0.47,No Discount
AMER-2020-114433,2020-05-13,20200513,United States,San Diego,Amer,Namer,Caterpillar,1016,Manufacturing,Smb,Data Smasher,149.97,3,0.0,52.4895,2020,5,0.35,No Discount
EMEA-2023-104640,2023-11-11,20231111,United Kingdom,London,Emea,Ukir,Cvs Health,1026,Retail,Strategic,Contactmatcher,931.176,3,0.2,314.2719,2023,11,0.3375,Low
EMEA-2023-104640,2023-11-11,20231111,United Kingdom,London,Emea,Ukir,Cvs Health,1026,Retail,Strategic,Site Analytics,430.88,2,0.0,124.9552,2023,11,0.29000000000000004,No Discount
AMER-2021-137008,2021-10-02,20211002,Argentina,Buenos Aires,Amer,Latam,China National Petroleum,1023,Energy,Strategic,Support,94.85,5,0.0,45.528,2021,10,0.48000000000000004,No Discount
AMER-2021-137008,2021-10-02,20211002,Argentina,Buenos Aires,Amer,Latam,China National Petroleum,1023,Energy,Strategic,Saas Connector Pack - Gold,51.12,4,0.0,23.004,2021,10,0.45000000000000007,No Discount
AMER-2021-137008,2021-10-02,20211002,Argentina,Buenos Aires,Amer,Latam,China National Petroleum,1023,Energy,Strategic,Data Smasher,90.0,1,0.0,32.4,2021,10,0.36,No Discount
AMER-2020-108189,2020-10-02,20201002,Chile,Puente Alto,Amer,Latam,Samsung Electronics,1015,Tech,Strategic,Support,9.408,2,0.2,3.4104,2020,10,0.36250000000000004,Low
AMER-2020-108189,2020-10-02,20201002,Chile,Puente Alto,Amer,Latam,Samsung Electronics,1015,Tech,Strategic,Storage,4.672,2,0.2,1.46,2020,10,0.3125,Low
AMER-2020-108189,2020-10-02,20201002,Chile,Puente Alto,Amer,Latam,Samsung Electronics,1015,Tech,Strategic,Site Analytics,318.4,2,0.2,107.46,2020,10,0.3375,Low
AMER-2020-108189,2020-10-02,20201002,Chile,Puente Alto,Amer,Latam,Samsung Electronics,1015,Tech,Strategic,Saas Connector Pack - Gold,12.768,6,0.2,4.6284,2020,10,0.3625,Low
AMER-2020-108189,2020-10-02,20201002,Chile,Puente Alto,Amer,Latam,Samsung Electronics,1015,Tech,Strategic,Support,15.36,2,0.2,-3.264,2020,10,-0.2125,Low
AMER-2020-108189,2020-10-02,20201002,Chile,Puente Alto,Amer,Latam,Samsung Electronics,1015,Tech,Strategic,Site Analytics,230.376,3,0.2,20.1579,2020,10,0.08750000000000001,Low
AMER-2020-108189,2020-10-02,20201002,Chile,Puente Alto,Amer,Latam,Samsung Electronics,1015,Tech,Strategic,Data Smasher,7.16,1,0.2,-0.0895,2020,10,-0.012499999999999999,Low
EMEA-2020-154641,2020-08-11,20200811,United Kingdom,London,Emea,Ukir,Target,1085,Retail,Smb,Marketing Suite - Gold,375.34,1,0.0,18.767,2020,8,0.05,No Discount
EMEA-2023-131625,2023-09-02,20230902,United Kingdom,London,Emea,Ukir,Anthem,1029,Healthcare,Smb,Saas Connector Pack,114.9,5,0.0,39.066,2023,9,0.34,No Discount
APJ-2023-156356,2023-04-17,20230417,Japan,Tokyo,Apj,Japn,Airbus,1030,Manufacturing,Smb,Contactmatcher,26.046,3,0.8,-44.2782,2023,4,-1.7,High
APJ-2023-156356,2023-04-17,20230417,Japan,Tokyo,Apj,Japn,Airbus,1030,Manufacturing,Smb,Contactmatcher,2.896,1,0.8,-4.7784,2023,4,-1.6500000000000001,High
APJ-2023-156356,2023-04-17,20230417,Japan,Tokyo,Apj,Japn,Airbus,1030,Manufacturing,Smb,Marketing Suite - Gold,32.544,2,0.2,-7.7292,2023,4,-0.23750000000000002,Low
AMER-2022-138933,2022-04-25,20220425,United States,Columbus,Amer,Namer,Comcast,1022,Communications,Smb,Contactmatcher,3.984,1,0.2,1.3944,2022,4,0.35000000000000003,Low
EMEA-2022-140746,2022-01-15,20220115,Saudi Arabia,Riyadh,Emea,Mea,Lowes,1060,Retail,Smb,Contactmatcher,181.797,1,0.3,-15.5826,2022,1,-0.08571428571428572,Medium
EMEA-2022-146836,2022-05-03,20220503,United Kingdom,London,Emea,Ukir,Bnp Paribas,1065,Finance,Smb,Marketing Suite - Gold,44.94,3,0.0,12.5832,2022,5,0.28,No Discount
EMEA-2022-146836,2022-05-03,20220503,United Kingdom,London,Emea,Ukir,Bnp Paribas,1065,Finance,Smb,Contactmatcher,45.576,3,0.2,15.9516,2022,5,0.35,Low
APJ-2022-127971,2022-11-21,20221121,Japan,Tokyo,Apj,Japn,Engie,1062,Energy,Strategic,Financehub,318.43,5,0.3,-77.333,2022,11,-0.24285714285714285,Medium
APJ-2022-127971,2022-11-21,20221121,Japan,Tokyo,Apj,Japn,Engie,1062,Energy,Strategic,Site Analytics,122.92,7,0.2,46.095,2022,11,0.375,Low
APJ-2022-127971,2022-11-21,20221121,Japan,Tokyo,Apj,Japn,Engie,1062,Energy,Strategic,Saas Connector Pack,7.068,3,0.6,-2.8272,2022,11,-0.4,High
EMEA-2022-140809,2022-02-01,20220201,Spain,Madrid,Emea,Eu-West,Hsbc Holdings,1070,Finance,Strategic,Marketing Suite - Gold,56.45,5,0.0,14.677,2022,2,0.25999999999999995,No Discount
APJ-2023-114524,2023-04-01,20230401,Australia,Sydney,Apj,Anz,Chevron,1017,Energy,Smb,Contactmatcher,13.468,13,0.8,-22.8956,2023,4,-1.7000000000000002,High
APJ-2023-113355,2023-12-02,20231202,Japan,Saitama,Apj,Japn,Aetna,1002,Healthcare,Smb,Site Analytics,219.8,5,0.2,24.7275,2023,12,0.11249999999999999,Low
APJ-2023-113355,2023-12-02,20231202,Japan,Saitama,Apj,Japn,Aetna,1002,Healthcare,Smb,Financehub,317.058,3,0.3,-18.1176,2023,12,-0.05714285714285714,Medium
AMER-2023-140907,2023-12-11,20231211,Canada,Toronto,Amer,Namer,Allianz,1080,Finance,Strategic,Data Smasher,49.08,3,0.0,4.908,2023,12,0.1,No Discount
AMER-2023-140907,2023-12-11,20231211,Canada,Toronto,Amer,Namer,Allianz,1080,Finance,Strategic,Marketing Suite - Gold,324.9,5,0.0,38.988,2023,12,0.12000000000000001,No Discount
AMER-2023-140907,2023-12-11,20231211,Canada,Toronto,Amer,Namer,Allianz,1080,Finance,Strategic,Chatbot Plugin,18.24,3,0.0,5.2896,2023,12,0.29000000000000004,No Discount
AMER-2022-159730,2022-09-18,20220918,Canada,Toronto,Amer,Namer,Fedex,1036,Transportation,Enterprise,Financehub,113.888,2,0.2,9.9652,2022,9,0.0875,Low
AMER-2022-159730,2022-09-18,20220918,Canada,Toronto,Amer,Namer,Fedex,1036,Transportation,Enterprise,Site Analytics,105.584,2,0.2,7.9188,2022,9,0.075,Low
AMER-2022-157868,2022-12-24,20221224,Brazil,São Paulo,Amer,Latam,Walt Disney,1097,Communications,Strategic,Storage,24.85,7,0.0,11.6795,2022,12,0.47000000000000003,No Discount
EMEA-2023-119389,2023-04-18,20230418,France,Paris,Emea,Eu-West,Anthem,1029,Healthcare,Smb,Saas Connector Pack,60.312,3,0.2,5.2773,2023,4,0.08750000000000001,Low
APJ-2023-110373,2023-10-28,20231028,Australia,Sydney,Apj,Anz,Glencore,1083,Misc,Enterprise,Chatbot Plugin,7.056,3,0.2,2.205,2023,10,0.3125,Low
APJ-2023-110373,2023-10-28,20231028,Australia,Sydney,Apj,Anz,Glencore,1083,Misc,Enterprise,Site Analytics,27.184,2,0.2,2.0388,2023,10,0.075,Low
AMER-2022-155474,2022-07-09,20220709,Canada,Toronto,Amer,Namer,Comcast,1022,Communications,Smb,Site Analytics,107.984,1,0.2,9.4486,2022,7,0.08750000000000001,Low
AMER-2022-155474,2022-07-09,20220709,Canada,Toronto,Amer,Namer,Comcast,1022,Communications,Smb,Contactmatcher,19.296,3,0.2,6.03,2022,7,0.3125,Low
EMEA-2021-155453,2021-08-09,20210809,Germany,Berlin,Emea,Eu-West,Siemens,1043,Manufacturing,Strategic,Financehub,4.608,2,0.2,1.6704,2021,8,0.36250000000000004,Low
EMEA-2022-161844,2022-12-10,20221210,South Africa,Cape Town,Emea,Mea,Procter & Gamble,1077,Consumer Products,Strategic,Contactmatcher,79.974,3,0.4,-29.3238,2022,12,-0.36666666666666664,Medium
EMEA-2022-161844,2022-12-10,20221210,South Africa,Cape Town,Emea,Mea,Procter & Gamble,1077,Consumer Products,Strategic,Contactmatcher,2.946,2,0.7,-2.0622,2022,12,-0.6999999999999998,High
APJ-2022-162103,2022-11-14,20221114,Australia,Melbourne,Apj,Anz,Itochu,1032,Finance,Enterprise,Contactmatcher,3.136,2,0.8,-4.704,2022,11,-1.4999999999999998,High
APJ-2020-151554,2020-11-14,20201114,Japan,Tokyo,Apj,Japn,Lukoil,1044,Energy,Strategic,Support,20.736,4,0.2,7.2576,2020,11,0.35,Low
AMER-2020-140662,2020-11-17,20201117,United States,Los Angeles,Amer,Namer,Hsbc Holdings,1070,Finance,Strategic,Data Smasher,99.98,2,0.0,7.9984,2020,11,0.08,No Discount
AMER-2020-140662,2020-11-17,20201117,United States,Los Angeles,Amer,Namer,Hsbc Holdings,1070,Finance,Strategic,Support,733.95,7,0.0,352.296,2020,11,0.48,No Discount
AMER-2020-140662,2020-11-17,20201117,United States,Los Angeles,Amer,Namer,Hsbc Holdings,1070,Finance,Strategic,Oneview,241.44,3,0.0,72.432,2020,11,0.3,No Discount
EMEA-2022-122518,2022-03-05,20220305,Germany,Hamburg,Emea,Eu-West,Verizon Communications,1094,Communications,Strategic,Financehub,10.08,4,0.2,3.528,2022,3,0.35,Low
EMEA-2020-126571,2020-10-11,20201011,France,Paris,Emea,Eu-West,Bmw,1039,Manufacturing,Smb,Marketing Suite - Gold,281.904,2,0.2,10.5714,2020,10,0.037500000000000006,Low
EMEA-2020-126571,2020-10-11,20201011,France,Paris,Emea,Eu-West,Bmw,1039,Manufacturing,Smb,Saas Connector Pack - Gold,201.432,3,0.2,67.9833,2020,10,0.3375,Low
EMEA-2020-143840,2020-05-22,20200522,Portugal,Lisboa,Emea,Eu-West,Aetna,1002,Healthcare,Smb,Site Analytics,135.98,2,0.0,33.995,2020,5,0.25,No Discount
EMEA-2020-143840,2020-05-22,20200522,Portugal,Lisboa,Emea,Eu-West,Aetna,1002,Healthcare,Smb,Site Analytics,44.95,1,0.0,12.586,2020,5,0.27999999999999997,No Discount
EMEA-2020-115980,2020-07-15,20200715,Croatia,Zagreb,Emea,Eu-West,Tyson Foods,1088,Consumer Products,Strategic,Data Smasher,2.97,3,0.0,1.3068,2020,7,0.43999999999999995,No Discount
EMEA-2020-115980,2020-07-15,20200715,Croatia,Zagreb,Emea,Eu-West,Tyson Foods,1088,Consumer Products,Strategic,Storage,6.54,3,0.0,2.6814,2020,7,0.41,No Discount
AMER-2021-155145,2021-12-27,20211227,United States,Richmond,Amer,Namer,Mondelez International,1067,Consumer Products,Strategic,Data Smasher,7.92,8,0.0,3.4848,2021,12,0.44,No Discount
AMER-2021-146038,2021-02-09,20210209,United States,New York City,Amer,Namer,Aetna,1002,Healthcare,Smb,Financehub,203.92,5,0.2,22.941,2021,2,0.1125,Low
AMER-2023-133865,2023-05-09,20230509,United States,New York City,Amer,Namer,Costco Wholesale,1025,Retail,Enterprise,Alchemy,3359.952,6,0.2,1049.985,2023,5,0.31249999999999994,Low
APJ-2023-116358,2023-11-03,20231103,Indonesia,Jakarta,Apj,Apac,Walgreens,1095,Retail,Strategic,Storage,18.24,3,0.0,9.12,2023,11,0.5,No Discount
APJ-2023-116358,2023-11-03,20231103,Indonesia,Jakarta,Apj,Apac,Walgreens,1095,Retail,Strategic,Chatbot Plugin,27.78,6,0.0,9.1674,2023,11,0.33,No Discount
EMEA-2020-102988,2020-04-05,20200405,Spain,Alicante,Emea,Eu-West,Panasonic,1091,Tech,Strategic,Chatbot Plugin,22.96,7,0.0,7.5768,2020,4,0.33,No Discount
EMEA-2020-102988,2020-04-05,20200405,Spain,Alicante,Emea,Eu-West,Panasonic,1091,Tech,Strategic,Site Analytics,28.99,1,0.0,8.4071,2020,4,0.29000000000000004,No Discount
EMEA-2020-102988,2020-04-05,20200405,Spain,Alicante,Emea,Eu-West,Panasonic,1091,Tech,Strategic,Support,12.96,2,0.0,6.3504,2020,4,0.48999999999999994,No Discount
